frequency,gain,V(q3.rc),V(q3.rb),V(q3.re),V(q3.sic),V(q3.sib),V(q3.fib),V(q3),V(q6.rc),V(q6.rb),V(q6.re),V(q6.sic),V(q6.sib),V(q6.fib),V(q6),V(q8.rc),V(q8.rb),V(q8.re),V(q8.sic),V(q8.sib),V(q8.fib),V(q8),V(q7.rc),V(q7.rb),V(q7.re),V(q7.sic),V(q7.sib),V(q7.fib),V(q7),V(q2.rc),V(q2.rb),V(q2.re),V(q2.sic),V(q2.sib),V(q2.fib),V(q2),V(q1.rc),V(q1.rb),V(q1.re),V(q1.sic),V(q1.sib),V(q1.fib),V(q1),V(q4.rc),V(q4.rb),V(q4.re),V(q4.sic),V(q4.sib),V(q4.fib),V(q4),V(q5.rc),V(q5.rb),V(q5.re),V(q5.sic),V(q5.sib),V(q5.fib),V(q5),V(r5),V(r12),V(r13),V(r4),V(r8),V(r1),V(r7),V(r6),V(r3),V(r2),V(r10),V(r9),V(r14),V(r11),V(onoise),V(inoise)
1.148698354997034,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425293e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702944e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1028114e-17,1.5550999e-12,1.0999319e-13,1.2738673e-12,2.0450404e-12,0.0,2.869732e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.241444e-12,5.3100506e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.1647335864684547,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425293e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702944e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1028283e-17,1.5551061e-12,1.0999363e-13,1.2738724e-12,2.0450486e-12,0.0,2.8697435e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.241473e-12,5.3100714e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.1809926614295292,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702944e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.102841e-17,1.5551125e-12,1.09994086e-13,1.2738776e-12,2.045057e-12,0.0,2.8697554e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.2415025e-12,5.3100935e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.1974787046189275,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702944e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1028518e-17,1.555119e-12,1.0999455e-13,1.273883e-12,2.0450657e-12,0.0,2.8697676e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.2415333e-12,5.310116e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.2141948843950456,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1028673e-17,1.5551258e-12,1.0999503e-13,1.2738885e-12,2.0450746e-12,0.0,2.86978e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.2415646e-12,5.310139e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.231144413344915,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.102879e-17,1.5551328e-12,1.09995516e-13,1.2738942e-12,2.0450837e-12,0.0,2.8697927e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.241597e-12,5.3101625e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.2483305489016105,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.102893e-17,1.5551399e-12,1.09996024e-13,1.2739e-12,2.045093e-12,0.0,2.869806e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.24163e-12,5.310187e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.2657565939702784,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1029077e-17,1.5551472e-12,1.09996546e-13,1.2739061e-12,2.0451028e-12,0.0,2.8698194e-12,3.1925773e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.2416643e-12,5.310212e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.2834258975629025,10.380795,9.2504604e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.1029202e-17,1.5551548e-12,1.09997074e-13,1.2739123e-12,2.0451126e-12,0.0,2.8698335e-12,3.1925776e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.2416994e-12,5.310238e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
1.3013418554419318,10.380795,9.250461e-14,1.2294664e-09,8.7028905e-11,3.2337724e-09,3.652212e-08,0.0,3.6685716e-08,1.1738951e-15,3.9425296e-11,2.7889633e-12,6.111252e-11,3.8823889e-10,0.0,3.9500164e-10,8.1784774e-16,1.5218856e-12,0.0,1.9934217e-12,2.2584289e-11,0.0,2.2723115e-11,2.3702946e-16,1.7741643e-12,0.0,1.0752376e-12,3.968019e-12,0.0,4.4776075e-12,3.3615181e-13,5.8607794e-09,4.1475584e-10,7.673358e-09,9.712346e-08,0.0,9.760311e-08,3.8817788e-13,5.977046e-09,4.2302914e-10,8.582158e-09,1.12930394e-07,0.0,1.1341442e-07,3.102938e-17,1.5551625e-12,1.0999762e-13,1.2739186e-12,2.0451228e-12,0.0,2.8698478e-12,3.1925776e-16,1.839581e-12,1.3039728e-13,1.7944828e-11,2.91925e-10,0.0,2.9248184e-10,8.6936405e-09,4.701915e-12,1.5101467e-11,2.608092e-08,2.7520957e-09,9.4505396e-08,2.6639919e-08,8.424278e-08,8.273302e-10,3.870554e-09,7.241736e-12,5.3102644e-12,1.0689515e-12,6.317703e-10,2.0310715e-07,1.9565666e-08
