time,V(n001),V(3),V(n008),V(2),V(n009),V(n011),V(n010),V(n013),V(n016),V(n018),V(n019),V(7),V(4),V(n002),V(n003),V(n014),V(n020),V(n004),V(n007),V(n015),V(n017),V(n005),V(n012),V(6),V(n006),Ic(Q19),Ib(Q19),Ie(Q19),Ic(Q11),Ib(Q11),Ie(Q11),Ic(Q10),Ib(Q10),Ie(Q10),Ic(Q9),Ib(Q9),Ie(Q9),Ic(Q4),Ib(Q4),Ie(Q4),Ic(Q6),Ib(Q6),Ie(Q6),Ic(Q5),Ib(Q5),Ie(Q5),Ic(Q20),Ib(Q20),Ie(Q20),Ic(Q18),Ib(Q18),Ie(Q18),Ic(Q17),Ib(Q17),Ie(Q17),Ic(Q16),Ib(Q16),Ie(Q16),Ic(Q15),Ib(Q15),Ie(Q15),Ic(Q14),Ib(Q14),Ie(Q14),Ic(Q13),Ib(Q13),Ie(Q13),Ic(Q12),Ib(Q12),Ie(Q12),Ic(Q3),Ib(Q3),Ie(Q3),Ic(Q8),Ib(Q8),Ie(Q8),Ic(Q7),Ib(Q7),Ie(Q7),Ic(Q2),Ib(Q2),Ie(Q2),Ic(Q1),Ib(Q1),Ie(Q1),I(C1),I(R14),I(R13),I(R12),I(R11),I(R10),I(R9),I(R8),I(R7),I(R6),I(R5),I(R4),I(R3),I(R2),I(R1),I(V3),I(V2),I(V1)
7.21E-05,14.328885,0.43629357,-0.2211053,0.4263749,-0.22607005,-13.527277,-0.8777566,-13.670382,-14.33312,-14.989452,-14.989452,15,-15,14.229153,5.4550977,-14.231234,-14.903287,4.977785,4.216108,-14.201641,-14.967285,4.701516,4.6908545,4.690855,0.43758795,-4.15E-08,3.18E-08,9.63E-09,-0.00067541556,-2.71E-05,0.0007024746,-0.0006756677,-2.70E-05,0.0007026944,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.06E-05,-4.19E-07,1.10E-05,-8.73E-06,-3.46E-07,9.08E-06,1.46E-10,-7.50E-11,-7.13E-11,0.00042305962,3.40E-06,-0.00042645776,7.20E-13,-1.67E-12,9.51E-13,2.10E-05,1.57E-07,-2.11E-05,0.0006491042,5.18E-06,-0.0006542861,0.0005640588,4.51E-06,-0.00056857127,1.92E-05,1.52E-07,-1.93E-05,0.0007238106,5.79E-06,-0.0007296011,1.34E-05,1.07E-07,-1.35E-05,1.05E-05,8.37E-08,-1.05E-05,1.05E-05,8.37E-08,-1.05E-05,9.00E-06,7.31E-08,-9.08E-06,1.09E-05,8.83E-08,-1.10E-05,1.89E-06,-8.83E-08,0.00072975346,0.0004263749,0.000426448,9.62E-09,0.00042645755,0.00010606945,-0.00010155698,0.00065428606,1.60E-05,1.93E-05,1.05E-05,1.33E-05,1.05E-05,-8.83E-08,-0.0018799576,0.0014536707
8.18E-05,14.328885,0.4905599,-0.16676469,0.4809663,-0.17156671,-13.527315,-0.82334155,-13.670493,-14.333225,-14.989483,-14.989483,15,-15,14.229153,6.0603266,-14.231234,-14.903287,5.583038,4.8213787,-14.201675,-14.967304,5.3033886,5.2913623,5.291363,0.4919026,-3.85E-08,3.06E-08,7.98E-09,-0.0006754185,-2.71E-05,0.00070247723,-0.000675668,-2.70E-05,0.00070269476,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.05E-05,-4.18E-07,1.10E-05,-8.76E-06,-3.47E-07,9.11E-06,1.27E-10,-5.78E-11,-6.92E-11,0.00047721644,3.83E-06,-0.0004810476,7.63E-13,-1.66E-12,8.96E-13,2.10E-05,1.57E-07,-2.11E-05,0.0006487384,5.18E-06,-0.00065391784,0.00056369347,4.51E-06,-0.00056820305,1.92E-05,1.52E-07,-1.93E-05,0.0007238105,5.79E-06,-0.000729601,1.34E-05,1.07E-07,-1.35E-05,1.04E-05,8.35E-08,-1.05E-05,1.04E-05,8.35E-08,-1.05E-05,9.03E-06,7.33E-08,-9.11E-06,1.09E-05,8.80E-08,-1.10E-05,1.83E-06,-8.80E-08,0.00072975346,0.0004809663,0.00048103963,7.97E-09,0.00048104752,0.0001060641,-0.00010155455,0.00065391784,1.60E-05,1.93E-05,1.05E-05,1.33E-05,1.05E-05,-8.80E-08,-0.001934114,0.0014532355
9.16E-05,14.328886,0.54297686,-0.114265054,0.5337436,-0.118886724,-13.52735,-0.7707591,-13.670616,-14.3333435,-14.989517,-14.989517,15,-15,14.229153,6.645118,-14.231234,-14.903287,6.1678524,5.4062104,-14.201708,-14.967321,5.8852606,5.871915,5.8719153,0.54436576,-3.60E-08,2.92E-08,6.74E-09,-0.0006754225,-2.71E-05,0.0007024808,-0.0006756685,-2.70E-05,0.00070269516,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.05E-05,-4.17E-07,1.09E-05,-8.79E-06,-3.49E-07,9.14E-06,1.11E-10,-4.45E-11,-6.67E-11,0.0005295741,4.25E-06,-0.0005338239,8.11E-13,-1.65E-12,8.36E-13,2.10E-05,1.58E-07,-2.11E-05,0.0006483946,5.18E-06,-0.00065357174,0.0005633499,4.51E-06,-0.00056785677,1.92E-05,1.52E-07,-1.93E-05,0.0007238105,5.79E-06,-0.000729601,1.34E-05,1.07E-07,-1.35E-05,1.04E-05,8.32E-08,-1.05E-05,1.04E-05,8.32E-08,-1.05E-05,9.07E-06,7.36E-08,-9.14E-06,1.08E-05,8.77E-08,-1.09E-05,1.76E-06,-8.77E-08,0.00072975346,0.00053374365,0.00053381716,6.74E-09,0.00053382386,0.000106059066,-0.000101552265,0.00065357174,1.60E-05,1.93E-05,1.05E-05,1.33E-05,1.05E-05,-8.77E-08,-0.001986472,0.0014528161
0.0001013804424,14.328887,0.59334725,-0.06380378,0.5845089,-0.06822779,-13.527384,-0.72020674,-13.670752,-14.333472,-14.989554,-14.989554,15,-15,14.229153,7.207371,-14.231234,-14.903287,6.7301264,5.9685006,-14.201738,-14.967338,6.44495,6.430335,6.4303355,0.59478015,-3.36E-08,2.78E-08,5.79E-09,-0.0006754276,-2.71E-05,0.0007024854,-0.000675669,-2.70E-05,0.00070269575,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.05E-05,-4.16E-07,1.09E-05,-8.83E-06,-3.50E-07,9.18E-06,9.82E-11,-3.41E-11,-6.41E-11,0.000579936,4.65E-06,-0.0005845884,8.61E-13,-1.63E-12,7.73E-13,2.10E-05,1.58E-07,-2.11E-05,0.00064807414,5.18E-06,-0.00065324927,0.00056302967,4.50E-06,-0.0005675339,1.92E-05,1.53E-07,-1.93E-05,0.00072381046,5.79E-06,-0.00072960096,1.34E-05,1.07E-07,-1.35E-05,1.04E-05,8.29E-08,-1.04E-05,1.04E-05,8.29E-08,-1.04E-05,9.11E-06,7.38E-08,-9.18E-06,1.08E-05,8.73E-08,-1.09E-05,1.69E-06,-8.73E-08,0.00072975346,0.0005845089,0.0005845827,5.79E-09,0.0005845884,0.00010605437,-0.00010155013,0.00065324927,1.60E-05,1.93E-05,1.04E-05,1.33E-05,1.04E-05,-8.73E-08,-0.002036835,0.0014524136
0.0001111460674,14.328887,0.6414814,-0.015570626,0.6330712,-0.019780312,-13.527414,-0.67187434,-13.670898,-14.333613,-14.989594,-14.989595,15,-15,14.229153,7.74504,-14.231234,-14.903287,7.2678146,6.5062037,-14.201765,-14.967352,6.9803524,6.9645233,6.964524,0.64295584,-3.13E-08,2.63E-08,5.04E-09,-0.000675434,-2.71E-05,0.0007024911,-0.00067566964,-2.70E-05,0.00070269644,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.04E-05,-4.14E-07,1.08E-05,-8.87E-06,-3.52E-07,9.22E-06,8.71E-11,-2.60E-11,-6.11E-11,0.0006281128,5.04E-06,-0.0006331502,9.13E-13,-1.62E-12,7.07E-13,2.10E-05,1.59E-07,-2.11E-05,0.0006477785,5.17E-06,-0.00065295177,0.00056273397,4.50E-06,-0.00056723587,1.92E-05,1.53E-07,-1.93E-05,0.0007238104,5.79E-06,-0.0007296009,1.34E-05,1.07E-07,-1.35E-05,1.03E-05,8.26E-08,-1.04E-05,1.03E-05,8.26E-08,-1.04E-05,9.15E-06,7.41E-08,-9.22E-06,1.08E-05,8.69E-08,-1.08E-05,1.61E-06,-8.69E-08,0.00072975346,0.0006330712,0.0006331453,5.04E-09,0.0006331502,0.000106050036,-0.00010154817,0.00065295177,1.60E-05,1.93E-05,1.04E-05,1.33E-05,1.04E-05,-8.69E-08,-0.0020850138,0.0014520297
0.0001209116924,14.328888,0.68719816,0.03025302,0.679248,0.026273632,-13.527441,-0.62594366,-13.671057,-14.333765,-14.989637,-14.989638,15,-15,14.229153,8.256155,-14.231234,-14.903287,7.778947,7.0173492,-14.20179,-14.967366,7.489455,7.4724717,7.472472,0.68871164,-2.92E-08,2.47E-08,4.45E-09,-0.0006754417,-2.71E-05,0.0007024979,-0.0006756705,-2.70E-05,0.0007026973,-1.84E-05,-7.40E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.04E-05,-4.13E-07,1.08E-05,-8.91E-06,-3.54E-07,9.26E-06,7.75E-11,-1.95E-11,-5.80E-11,0.0006739233,5.40E-06,-0.0006793268,9.68E-13,-1.61E-12,6.37E-13,2.10E-05,1.59E-07,-2.11E-05,0.0006475089,5.17E-06,-0.0006526805,0.0005624641,4.50E-06,-0.0005669638,1.92E-05,1.53E-07,-1.93E-05,0.0007238104,5.79E-06,-0.0007296009,1.34E-05,1.07E-07,-1.35E-05,1.03E-05,8.22E-08,-1.04E-05,1.03E-05,8.22E-08,-1.04E-05,9.19E-06,7.44E-08,-9.26E-06,1.07E-05,8.65E-08,-1.08E-05,1.53E-06,-8.65E-08,0.00072975346,0.000679248,0.0006793224,4.45E-09,0.0006793268,0.00010604608,-0.000101546364,0.0006526805,1.60E-05,1.93E-05,1.04E-05,1.33E-05,1.04E-05,-8.65E-08,-0.0021308274,0.001451666
0.0001306773174,14.328889,0.73032546,0.073494814,0.7228657,0.0697609,-13.527466,-0.5825871,-13.6712265,-14.333927,-14.989684,-14.989684,15,-15,14.229153,8.7388315,-14.231234,-14.903287,8.26164,7.5000544,-14.201813,-14.967379,7.9703436,7.95227,7.95227,0.73187524,-2.71E-08,2.31E-08,3.97E-09,-0.00067545084,-2.71E-05,0.00070250605,-0.0006756715,-2.70E-05,0.0007026983,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.03E-05,-4.11E-07,1.08E-05,-8.96E-06,-3.56E-07,9.31E-06,6.90E-11,-1.44E-11,-5.46E-11,0.00071719516,5.75E-06,-0.0007229444,1.03E-12,-1.59E-12,5.64E-13,2.10E-05,1.60E-07,-2.11E-05,0.0006472665,5.17E-06,-0.00065243675,0.0005622213,4.50E-06,-0.00056671904,1.92E-05,1.53E-07,-1.93E-05,0.0007238103,5.79E-06,-0.0007296008,1.34E-05,1.07E-07,-1.35E-05,1.02E-05,8.19E-08,-1.03E-05,1.02E-05,8.19E-08,-1.03E-05,9.24E-06,7.47E-08,-9.31E-06,1.07E-05,8.61E-08,-1.08E-05,1.44E-06,-8.61E-08,0.00072975346,0.0007228657,0.00072294043,3.97E-09,0.0007229444,0.00010604252,-0.00010154475,0.00065243675,1.60E-05,1.93E-05,1.03E-05,1.33E-05,1.03E-05,-8.61E-08,-0.0021741034,0.0014513239
0.0001404429424,14.32889,0.770701,0.11399214,0.7637602,0.11051799,-13.527487,-0.5419678,-13.671408,-14.334099,-14.989733,-14.989733,15,-15,14.229153,9.191286,-14.231234,-14.903287,8.714109,7.952534,-14.201833,-14.967389,8.421209,8.402113,8.402113,0.77228427,-2.50E-08,2.15E-08,3.59E-09,-0.0006754615,-2.71E-05,0.0007025155,-0.0006756726,-2.70E-05,0.0007026995,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.03E-05,-4.09E-07,1.07E-05,-9.00E-06,-3.58E-07,9.36E-06,6.14E-11,-1.04E-11,-5.10E-11,0.00075776555,6.07E-06,-0.0007638388,1.08E-12,-1.57E-12,4.89E-13,2.10E-05,1.60E-07,-2.11E-05,0.0006470524,5.17E-06,-0.0006522215,0.00056200655,4.50E-06,-0.00056650257,1.92E-05,1.53E-07,-1.93E-05,0.0007238103,5.79E-06,-0.0007296008,1.34E-05,1.07E-07,-1.35E-05,1.02E-05,8.15E-08,-1.03E-05,1.02E-05,8.15E-08,-1.03E-05,9.29E-06,7.51E-08,-9.36E-06,1.06E-05,8.57E-08,-1.07E-05,1.34E-06,-8.57E-08,0.00072975346,0.00076376024,0.00076383527,3.59E-09,0.0007638388,0.00010603937,-0.000101543315,0.0006522215,1.60E-05,1.93E-05,1.03E-05,1.33E-05,1.03E-05,-8.57E-08,-0.0022146793,0.0014510046
0.0001502085674,14.328891,0.80817276,0.15159269,0.8017777,0.14839166,-13.527506,-0.5042383,-13.671598,-14.334281,-14.989785,-14.989785,15,-15,14.229152,9.611843,-14.231234,-14.903287,9.134678,8.373113,-14.20185,-14.967398,8.840355,8.820309,8.820309,0.80978656,-2.30E-08,1.97E-08,3.27E-09,-0.0006754737,-2.71E-05,0.0007025263,-0.0006756739,-2.70E-05,0.0007027008,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.02E-05,-4.07E-07,1.06E-05,-9.05E-06,-3.60E-07,9.41E-06,5.45E-11,-7.24E-12,-4.72E-11,0.00079548196,6.37E-06,-0.00080185634,1.15E-12,-1.56E-12,4.11E-13,2.10E-05,1.61E-07,-2.11E-05,0.0006468675,5.17E-06,-0.0006520357,0.0005618208,4.49E-06,-0.00056631543,1.92E-05,1.53E-07,-1.93E-05,0.00072381017,5.79E-06,-0.00072960067,1.34E-05,1.07E-07,-1.35E-05,1.01E-05,8.11E-08,-1.02E-05,1.01E-05,8.11E-08,-1.02E-05,9.34E-06,7.54E-08,-9.41E-06,1.06E-05,8.52E-08,-1.06E-05,1.24E-06,-8.52E-08,0.00072975346,0.0008017777,0.0008018531,3.27E-09,0.00080185634,0.00010603665,-0.00010154208,0.00065203576,1.60E-05,1.93E-05,1.02E-05,1.33E-05,1.02E-05,-8.52E-08,-0.0022524022,0.0014507096
0.0001599741924,14.328891,0.8425998,0.18615505,0.83677506,0.18323952,-13.527521,-0.46954036,-13.671798,-14.334473,-14.989839,-14.989839,15,-15,14.229152,9.9989395,-14.231234,-14.903287,9.521785,8.760227,-14.201864,-14.967406,9.226205,9.205283,9.205283,0.844241,-2.10E-08,1.80E-08,3.01E-09,-0.0006754875,-2.71E-05,0.00070253864,-0.00067567534,-2.70E-05,0.0007027024,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.02E-05,-4.05E-07,1.06E-05,-9.11E-06,-3.62E-07,9.47E-06,4.81E-11,-4.82E-12,-4.32E-11,0.00083020236,6.65E-06,-0.0008368538,1.21E-12,-1.54E-12,3.31E-13,2.10E-05,1.62E-07,-2.11E-05,0.00064671267,5.17E-06,-0.0006518803,0.00056166505,4.49E-06,-0.0005661583,1.92E-05,1.53E-07,-1.93E-05,0.00072381017,5.79E-06,-0.00072960067,1.34E-05,1.07E-07,-1.35E-05,1.01E-05,8.06E-08,-1.02E-05,1.01E-05,8.06E-08,-1.02E-05,9.39E-06,7.58E-08,-9.47E-06,1.05E-05,8.47E-08,-1.06E-05,1.14E-06,-8.47E-08,0.00072975346,0.00083677506,0.00083685084,3.01E-09,0.0008368538,0.00010603436,-0.00010154104,0.0006518803,1.60E-05,1.93E-05,1.02E-05,1.33E-05,1.02E-05,-8.47E-08,-0.0022871306,0.0014504403
0.0001697398174,14.328892,0.8738525,0.21754926,0.8686207,0.21493052,-13.527533,-0.43800437,-13.672007,-14.334672,-14.989895,-14.989895,15,-15,14.229152,10.351135,-14.231234,-14.903287,9.873989,9.112437,-14.201876,-14.967412,9.577307,9.555589,9.555589,0.87551796,-1.90E-08,1.62E-08,2.80E-09,-0.0006755031,-2.70E-05,0.0007025525,-0.000675677,-2.70E-05,0.00070270407,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.01E-05,-4.03E-07,1.05E-05,-9.16E-06,-3.65E-07,9.52E-06,4.21E-11,-3.01E-12,-3.91E-11,0.0008617962,6.90E-06,-0.00086869963,1.27E-12,-1.52E-12,2.50E-13,2.10E-05,1.62E-07,-2.11E-05,0.0006465886,5.17E-06,-0.00065175584,0.0005615398,4.49E-06,-0.00056603213,1.92E-05,1.53E-07,-1.93E-05,0.00072381005,5.79E-06,-0.00072960055,1.34E-05,1.07E-07,-1.35E-05,1.00E-05,8.02E-08,-1.01E-05,1.00E-05,8.02E-08,-1.01E-05,9.45E-06,7.62E-08,-9.52E-06,1.05E-05,8.42E-08,-1.05E-05,1.03E-06,-8.42E-08,0.00072975346,0.0008686207,0.00086869684,2.80E-09,0.00086869963,0.00010603252,-0.0001015402,0.0006517559,1.60E-05,1.93E-05,1.01E-05,1.33E-05,1.01E-05,-8.42E-08,-0.0023187338,0.0014501974
0.0001795054424,14.328893,0.9018132,0.24565728,0.89719474,0.24334553,-13.52754,-0.40974885,-13.672224,-14.334879,-14.989953,-14.989953,15,-15,14.229152,10.66712,-14.231234,-14.903287,10.1899805,9.428433,-14.201884,-14.967417,9.89234,9.869907,9.869907,0.9034996,-1.70E-08,1.43E-08,2.63E-09,-0.00067552045,-2.70E-05,0.000702568,-0.00067567884,-2.70E-05,0.000702706,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.01E-05,-4.01E-07,1.05E-05,-9.22E-06,-3.67E-07,9.58E-06,3.65E-11,-1.71E-12,-3.48E-11,0.00089014455,7.13E-06,-0.00089727395,1.34E-12,-1.50E-12,1.67E-13,2.10E-05,1.63E-07,-2.11E-05,0.00064649596,5.17E-06,-0.00065166305,0.0005614458,4.49E-06,-0.0005659373,1.92E-05,1.53E-07,-1.93E-05,0.00072381005,5.79E-06,-0.0007296005,1.34E-05,1.07E-07,-1.35E-05,9.97E-06,7.97E-08,-1.00E-05,9.97E-06,7.97E-08,-1.00E-05,9.51E-06,7.66E-08,-9.58E-06,1.04E-05,8.36E-08,-1.05E-05,9.14E-07,-8.36E-08,0.00072975346,0.0008971947,0.0008972713,2.63E-09,0.0008972739,0.00010603115,-0.000101539576,0.0006516631,1.60E-05,1.93E-05,1.00E-05,1.33E-05,1.00E-05,-8.36E-08,-0.0023470933,0.0014499822
0.0001892710674,14.328894,0.92637676,0.27037337,0.9223898,0.26837772,-13.527546,-0.3848799,-13.672448,-14.335093,-14.990013,-14.990013,15,-15,14.229152,10.945717,-14.231234,-14.903287,10.468581,9.707038,-14.201889,-14.96742,10.170119,10.147057,10.147058,0.92808074,-1.49E-08,1.24E-08,2.49E-09,-0.0006755396,-2.70E-05,0.000702585,-0.0006756809,-2.70E-05,0.00070270814,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.00E-05,-3.99E-07,1.04E-05,-9.27E-06,-3.70E-07,9.64E-06,3.12E-11,-8.15E-13,-3.04E-11,0.00091514084,7.33E-06,-0.00092246925,1.40E-12,-1.49E-12,8.31E-14,2.10E-05,1.63E-07,-2.11E-05,0.00064643513,5.17E-06,-0.0006516024,0.0005613834,4.49E-06,-0.00056587445,1.92E-05,1.53E-07,-1.93E-05,0.00072380994,5.79E-06,-0.00072960043,1.33E-05,1.07E-07,-1.35E-05,9.91E-06,7.92E-08,-9.99E-06,9.91E-06,7.93E-08,-9.99E-06,9.57E-06,7.70E-08,-9.64E-06,1.03E-05,8.31E-08,-1.04E-05,7.98E-07,-8.31E-08,0.00072975346,0.0009223898,0.00092246674,2.49E-09,0.0009224692,0.00010603023,-0.00010153916,0.00065160246,1.60E-05,1.93E-05,9.99E-06,1.33E-05,9.99E-06,-8.31E-08,-0.002372102,0.0014497954
0.0001990366924,14.328895,0.94745064,0.29160464,0.944111,0.28993303,-13.527548,-0.36349094,-13.672679,-14.335314,-14.990074,-14.990074,15,-15,14.229152,11.185887,-14.231234,-14.903287,10.708754,9.947211,-14.201892,-14.967422,10.409599,10.385995,10.385995,0.94916874,-1.29E-08,1.05E-08,2.38E-09,-0.00067556056,-2.70E-05,0.00070260366,-0.0006756831,-2.70E-05,0.0007027104,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.95E-06,-3.97E-07,1.04E-05,-9.33E-06,-3.72E-07,9.71E-06,2.61E-11,-2.67E-13,-2.58E-11,0.00093669095,7.50E-06,-0.0009441908,1.47E-12,-1.47E-12,-1.21E-15,2.10E-05,1.64E-07,-2.11E-05,0.00064640644,5.17E-06,-0.00065157405,0.00056135294,4.49E-06,-0.0005658438,1.92E-05,1.53E-07,-1.93E-05,0.0007238099,5.79E-06,-0.0007296003,1.33E-05,1.07E-07,-1.35E-05,9.85E-06,7.88E-08,-9.93E-06,9.85E-06,7.88E-08,-9.93E-06,9.63E-06,7.74E-08,-9.71E-06,1.03E-05,8.25E-08,-1.04E-05,6.78E-07,-8.25E-08,0.00072975346,0.00094411103,0.00094418845,2.38E-09,0.0009441908,0.00010602978,-0.00010153896,0.0006515741,1.60E-05,1.93E-05,9.93E-06,1.33E-05,9.93E-06,-8.25E-08,-0.0023936667,0.001449638
0.0002088023174,14.328896,0.9649555,0.30927128,0.96227676,0.3079304,-13.527546,-0.34566236,-13.672916,-14.33554,-14.990137,-14.990137,15,-15,14.229152,11.386734,-14.231234,-14.903287,10.9096,10.148058,-14.201891,-14.967421,10.609881,10.585823,10.585823,0.9666843,-1.09E-08,8.61E-09,2.29E-09,-0.00067558326,-2.70E-05,0.0007026238,-0.0006756855,-2.70E-05,0.0007027129,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.89E-06,-3.95E-07,1.03E-05,-9.39E-06,-3.75E-07,9.77E-06,2.12E-11,3.41E-15,-2.12E-11,0.0009547139,7.64E-06,-0.00096235686,1.53E-12,-1.45E-12,-8.56E-14,2.10E-05,1.65E-07,-2.11E-05,0.0006464099,5.17E-06,-0.00065157824,0.0005613545,4.49E-06,-0.00056584534,1.92E-05,1.53E-07,-1.93E-05,0.0007238098,5.79E-06,-0.00072960026,1.33E-05,1.07E-07,-1.34E-05,9.79E-06,7.83E-08,-9.86E-06,9.79E-06,7.83E-08,-9.86E-06,9.69E-06,7.78E-08,-9.77E-06,1.02E-05,8.19E-08,-1.03E-05,5.56E-07,-8.19E-08,0.00072975346,0.0009622767,0.0009623546,2.29E-09,0.00096235686,0.0001060298,-0.000101538964,0.00065157836,1.60E-05,1.93E-05,9.86E-06,1.33E-05,9.86E-06,-8.19E-08,-0.0024117054,0.0014495105
0.0002185679424,14.3288965,0.97882557,0.3233068,0.9768187,0.32230228,-13.52754,-0.33146104,-13.673159,-14.335772,-14.9902,-14.9902,15,-15,14.229152,11.547509,-14.231234,-14.903287,11.070374,10.308829,-14.201887,-14.96742,10.770211,10.745789,10.745789,0.9805615,-8.89E-09,6.66E-09,2.23E-09,-0.0006756074,-2.70E-05,0.0007026453,-0.0006756881,-2.70E-05,0.0007027156,-1.84E-05,-7.37E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.83E-06,-3.92E-07,1.02E-05,-9.46E-06,-3.77E-07,9.83E-06,1.64E-11,5.42E-14,-1.65E-11,0.00096914195,7.76E-06,-0.0009768992,1.60E-12,-1.43E-12,-1.69E-13,2.10E-05,1.65E-07,-2.11E-05,0.00064644555,5.17E-06,-0.00065161486,0.0005613881,4.49E-06,-0.00056587916,1.92E-05,1.53E-07,-1.93E-05,0.0007238097,5.79E-06,-0.0007296002,1.33E-05,1.07E-07,-1.34E-05,9.72E-06,7.78E-08,-9.80E-06,9.72E-06,7.78E-08,-9.80E-06,9.75E-06,7.83E-08,-9.83E-06,1.01E-05,8.13E-08,-1.02E-05,4.32E-07,-8.13E-08,0.00072975346,0.0009768186,0.000976897,2.23E-09,0.0009768992,0.0001060303,-0.00010153919,0.000651615,1.60E-05,1.93E-05,9.80E-06,1.33E-05,9.80E-06,-8.13E-08,-0.0024261505,0.0014494131
0.0002283335674,14.328897,0.9890085,0.3336585,0.98768216,0.33299458,-13.527532,-0.32094035,-13.673405,-14.336007,-14.990265,-14.990265,15,-15,14.229152,11.667613,-14.231234,-14.903287,11.190472,10.4289255,-14.20188,-14.967416,10.889986,10.865292,10.865292,0.99074805,-6.89E-09,4.70E-09,2.19E-09,-0.00067563297,-2.70E-05,0.000702668,-0.00067569077,-2.70E-05,0.0007027184,-1.84E-05,-7.37E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.76E-06,-3.90E-07,1.02E-05,-9.52E-06,-3.80E-07,9.90E-06,1.17E-11,-6.03E-14,-1.17E-11,0.0009799208,7.84E-06,-0.000987763,1.66E-12,-1.41E-12,-2.52E-13,2.10E-05,1.66E-07,-2.11E-05,0.00064651313,5.17E-06,-0.0006516836,0.00056145334,4.49E-06,-0.00056594494,1.92E-05,1.53E-07,-1.93E-05,0.00072380964,5.79E-06,-0.0007296001,1.33E-05,1.07E-07,-1.34E-05,9.66E-06,7.72E-08,-9.74E-06,9.66E-06,7.73E-08,-9.74E-06,9.82E-06,7.87E-08,-9.90E-06,1.01E-05,8.07E-08,-1.02E-05,3.06E-07,-8.07E-08,0.00072975346,0.0009876821,0.000987761,2.19E-09,0.000987763,0.00010603125,-0.00010153963,0.00065168366,1.60E-05,1.93E-05,9.74E-06,1.33E-05,9.74E-06,-8.07E-08,-0.0024369478,0.0014493463
0.0002380991924,14.328898,0.9954661,0.34028742,0.99482644,0.33996722,-13.527519,-0.31413972,-13.673655,-14.3362465,-14.99033,-14.99033,15,-15,14.229151,11.746597,-14.231234,-14.903287,11.26945,10.507898,-14.201871,-14.967411,10.968755,10.943882,10.943882,0.9972057,-4.89E-09,2.72E-09,2.16E-09,-0.00067565945,-2.70E-05,0.0007026916,-0.0006756936,-2.70E-05,0.0007027213,-1.84E-05,-7.37E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.70E-06,-3.88E-07,1.01E-05,-9.58E-06,-3.83E-07,9.96E-06,7.14E-12,-2.90E-13,-6.85E-12,0.00098701,7.90E-06,-0.0009949078,1.73E-12,-1.39E-12,-3.34E-13,2.10E-05,1.67E-07,-2.11E-05,0.000646612,5.17E-06,-0.000651784,0.00056154985,4.49E-06,-0.00056604226,1.92E-05,1.53E-07,-1.93E-05,0.0007238096,5.79E-06,-0.0007296001,1.33E-05,1.07E-07,-1.34E-05,9.59E-06,7.67E-08,-9.67E-06,9.59E-06,7.67E-08,-9.67E-06,9.88E-06,7.92E-08,-9.96E-06,1.00E-05,8.01E-08,-1.01E-05,1.79E-07,-8.01E-08,0.00072975346,0.0009948264,0.0009949056,2.16E-09,0.0009949078,0.00010603267,-0.00010154027,0.00065178407,1.60E-05,1.93E-05,9.67E-06,1.33E-05,9.67E-06,-8.01E-08,-0.0024440563,0.0014493099
