frequency,V(+v),V(n003),V(n002),V(n004),V(n001),V(-v),V(n005),V(y),V(x),I(C2),I(C1),I(I1),I(R4),I(R6),I(R5),I(R3),I(R2),I(R1),I(V2),I(V5),I(V4),I(V3),I(V1),Ix(u1:1),Ix(u1:2),Ix(u1:3),Ix(u1:4),Ix(u1:5),Ix(u2:1),Ix(u2:2),Ix(u2:3),Ix(u2:4),Ix(u2:5)
0.0,0.0,4.9330074138459624e-05,4.9330074138459624e-05,4.9330074138459624e-05,2.466487064829245e-05,0.0,7.399461309410887e-07,1.4799022471650283e-06,1.4799022471650283e-06,1.593553636638037e-17,5.338298980324077e-16,0.0,1.4799022471650283e-08,7.399561162239396e-10,7.399461309410887e-10,2.466520349016717e-08,2.4664870648292453e-08,4.933007413845962e-07,-1.5538978603809747e-08,-2.6675245604959944e-07,5.179659454085932e-07,-5.179659454085932e-07,-2.6675245604959944e-07,-3.331537193132552e-13,3.3337570462156363e-13,2.589829669211698e-07,2.589829669211698e-07,-5.179659454085927e-07,-9.994585281376221e-15,1.0001218387478296e-14,7.769489128429617e-09,7.769489128429617e-09,-1.5538978603809757e-08
0.0,0.0,5.3265388810478075e-05,5.3265388810478075e-05,5.3265388810478075e-05,2.663251470804439e-05,0.0,7.989754536504483e-07,1.5979616891613077e-06,1.5979616891613077e-06,1.720679858626273e-17,5.764163388191038e-16,0.0,1.5979616891613077e-08,7.989862355108594e-10,7.989754536504484e-10,2.6632874102433687e-08,2.663251470804439e-08,5.326538881047807e-07,-1.6778603144330732e-08,-2.880326765321898e-07,5.592867627836308e-07,-5.592867627836308e-07,-2.880326765321898e-07,-3.5973111137605053e-13,3.599708056229657e-13,2.796433751473387e-07,2.796433751473387e-07,-5.592867627836302e-07,-1.0791904945330822e-14,1.0799067209286658e-14,8.389301384851084e-09,8.389301384851084e-09,-1.6778603144330725e-08
0.0,0.0,5.751464384926349e-05,5.751464384926349e-05,5.751464384926349e-05,2.875712789206424e-05,0.0,8.627138501609836e-07,1.7254393423070416e-06,1.7254393423070416e-06,1.857947652936881e-17,6.22400138860063e-16,0.0,1.7254393423070418e-08,8.627254921460581e-10,8.627138501609836e-10,2.8757515957199246e-08,2.875712789206424e-08,5.751464384926349e-07,-1.8117118933795945e-08,-3.1101053005812705e-07,6.039039550722342e-07,-6.039039550722342e-07,-3.1101053005812705e-07,-3.884287192112006e-13,3.8868753513649904e-13,3.0195197079348646e-07,3.0195197079348646e-07,-6.03903955072234e-07,-1.1652830915094238e-14,1.1660564550748064e-14,9.058559264640665e-09,9.058559264640665e-09,-1.8117118933795945e-08
0.0,0.0,6.210288389853498e-05,6.210288389853498e-05,6.210288389853498e-05,3.1051232437720436e-05,0.0,9.315369875995805e-07,1.8630865459254834e-06,1.8630865459254834e-06,2.0061660800402137e-17,6.72052328162754e-16,0.0,1.8630865459254835e-08,9.31549558325903e-10,9.315369875995805e-10,3.105165146081455e-08,3.1051232437720434e-08,6.210288389853498e-07,-1.9562415037642392e-08,-3.3582144557901203e-07,6.520804911182166e-07,-6.520804911182166e-07,-3.3582144557901203e-07,-4.1941568337781083e-13,4.196951464245164e-13,3.2604023827858304e-07,3.2604023827858304e-07,-6.520804911182163e-07,-1.2582437394086717e-14,1.259078798294854e-14,9.78120730042878e-09,9.78120730042878e-09,-1.9562415037642396e-08
0.0,0.0,6.705715154252929e-05,6.705715154252929e-05,6.705715154252929e-05,3.3528349545899944e-05,0.0,1.005850501999151e-06,2.011714577556356e-06,2.011714577556356e-06,2.16620874735695e-17,7.256655593278352e-16,0.0,2.0117145775563557e-08,1.0058640755572047e-09,1.0058505019991511e-09,3.352880199662935e-08,3.3528349545899946e-08,6.705715154252929e-07,-2.112300987278285e-08,-3.6261165591304033e-07,7.041003181475877e-07,-7.041003181475877e-07,-3.6261165591304033e-07,-4.528746376509178e-13,4.531763949565974e-13,3.520501512124637e-07,3.520501512124637e-07,-7.041003181475876e-07,-1.3586203381143373e-14,1.3595220141058417e-14,1.056150470057671e-08,1.056150470057671e-08,-2.1123009872782834e-08
0.0,0.0,7.240664669203041e-05,7.240664669203041e-05,7.240664669203041e-05,3.620307907348534e-05,0.0,1.0860923890729726e-06,2.172199434536794e-06,2.172199434536794e-06,2.3390189593234196e-17,7.83555832944001e-16,0.0,2.172199434536794e-08,1.0861070454638213e-09,1.0860923890729727e-09,3.620356761854507e-08,3.620307907348534e-08,7.240664669203041e-07,-2.280810141422196e-08,-3.915390596252175e-07,7.60270035322405e-07,-7.60270035322405e-07,-3.915390596252175e-07,-4.890027854451329e-13,4.893286155506232e-13,3.8013500917273343e-07,3.8013500917273343e-07,-7.602700353224051e-07,-1.4670044963136792e-14,1.4679781038390836e-14,1.1404050452484114e-08,1.1404050452484114e-08,-2.2808101414221952e-08
0.0,0.0,7.81828986854445e-05,7.81828986854445e-05,7.81828986854445e-05,3.909118558331171e-05,0.0,1.1727355857134438e-06,2.3454869970336933e-06,2.3454869970336933e-06,2.525615277813165e-17,8.46064360622096e-16,0.0,2.345486997033693e-08,1.1727514113202495e-09,1.1727355857134438e-09,3.9091713102132786e-08,3.9091185583311706e-08,7.81828986854445e-07,-2.462762140691334e-08,-4.2277415166419934e-07,8.20920700802642e-07,-8.20920700802642e-07,-4.2277415166419934e-07,-5.280130621101489e-13,5.283648854429459e-13,4.104603412356827e-07,4.104603412356827e-07,-8.209207008026414e-07,-1.5840350183747293e-14,1.5850862958316286e-14,1.2313810428516899e-08,1.2313810428516899e-08,-2.462762140691333e-08
0.0,0.0,8.441995211926656e-05,8.441995211926656e-05,8.441995211926656e-05,4.2209691258773e-05,0.0,1.2662907574303144e-06,2.5325986029577833e-06,2.5325986029577833e-06,2.7270975296637274e-17,9.135595766124625e-16,0.0,2.5325986029577835e-08,1.2663078455274688e-09,1.2662907574303145e-09,4.221026086049356e-08,4.2209691258773e-08,8.441995211926656e-07,-2.659229390237626e-08,-4.5650102824084563e-07,8.864097829667186e-07,-8.864097829667186e-07,-4.5650102824084563e-07,-5.70135389948548e-13,5.705152801426456e-13,4.432048815865307e-07,4.432048815865307e-07,-8.864097829667181e-07,-1.7104016693906618e-14,1.7115368129708648e-14,1.3296146654315001e-08,1.3296146654315001e-08,-2.6592293902376262e-08
0.0,0.0,9.115456750320273e-05,9.115456750320273e-05,9.115456750320273e-05,4.5576976230706284e-05,0.0,1.3673093081572613e-06,2.734637067617398e-06,2.734637067617398e-06,2.944653289885782e-17,9.864393107465023e-16,0.0,2.7346370676173982e-08,1.3673277594601367e-09,1.3673093081572614e-09,4.5577591272496446e-08,4.557697623070629e-08,9.115456750320273e-07,-2.8713698465080626e-08,-4.92918471871116e-07,9.57123267290963e-07,-9.57123267290963e-07,-4.92918471871116e-07,-6.156180333531428e-13,6.160282294723293e-13,4.785616229591318e-07,4.785616229591318e-07,-9.571232672909625e-07,-1.84684924058001e-14,1.8480749407932424e-14,1.435684891198408e-08,1.435684891198408e-08,-2.871369846508063e-08
0.0,0.0,9.842643792258758e-05,9.842643792258758e-05,9.842643792258758e-05,4.921288690786946e-05,0.0,1.4763866301662674e-06,2.952793183591088e-06,2.952793183591088e-06,3.179564883842871e-17,1.0651331335948057e-15,0.0,2.9527931835910878e-08,1.4764065534248204e-09,1.4763866301662674e-09,4.9213551014718116e-08,4.921288690786946e-08,9.842643792258758e-07,-3.100433842113133e-08,-5.322411229784453e-07,1.0334779313057268e-06,-1.0334779313057268e-06,-5.322411229784453e-07,-6.647290620502415e-13,6.65171981786551e-13,5.167389541140082e-07,5.167389541140082e-07,-1.0334779313057266e-06,-1.994181939005425e-14,1.9955054201173978e-14,1.5502168864437002e-08,1.5502168864437002e-08,-3.1004338421131334e-08
0.0,0.0,0.00010627842298508022,0.00010627842298508022,0.00010627842298508022,5.313885294950006e-05,0.0,1.5941656132444446e-06,3.1883527391286207e-06,3.1883527391286207e-06,3.4332169505574894e-17,1.1501048896703932e-15,0.0,3.188352739128621e-08,1.5941871258841762e-09,1.5941656132444447e-09,5.313957003558016e-08,5.313885294950006e-08,1.0627842298508021e-06,-3.347771455150254e-08,-5.747007449608842e-07,1.1159238010364872e-06,-1.1159238010364872e-06,-5.747007449608842e-07,-7.177579310736968e-13,7.182361849991283e-13,5.579618880588743e-07,5.579618880588743e-07,-1.1159238010364868e-06,-2.1532681274838052e-14,2.1546971901019855e-14,1.6738856902010136e-08,1.6738856902010136e-08,-3.347771455150254e-08
0.0,0.0,0.00011475680143049677,0.00011475680143049677,0.00011475680143049677,5.7378013569379234e-05,0.0,1.721340433816009e-06,3.4427040964460684e-06,3.4427040964460684e-06,3.707104608694308e-17,1.241855433370682e-15,0.0,3.4427040964460686e-08,1.7213636626300593e-09,1.7213404338160092e-09,5.737878786111753e-08,5.737801356937923e-08,1.1475680143049677e-06,-3.6148404664161787e-08,-6.205475901791772e-07,1.2049468034079405e-06,-1.2049468034079405e-06,-6.205475901791772e-07,-7.750171867818628e-13,7.755335937376092e-13,6.02473388250653e-07,6.02473388250653e-07,-1.2049468034079408e-06,-2.3250454426232928e-14,2.326588509681254e-14,1.807420192852449e-08,1.807420192852449e-08,-3.614840466416178e-08
