v1,V(n001),V(n002),Ic(Q1),Ib(Q1),Ie(Q1),I(I1),I(V1)
12.749999999999773,12.75,0.7378391,0.02107905,1e-04,-0.02117905,1e-04,-0.02107905
12.759999999999772,12.76,0.73783946,0.021080932,1e-04,-0.021180933,1e-04,-0.021080932
12.769999999999772,12.77,0.7378398,0.021082815,1e-04,-0.021182815,1e-04,-0.021082815
12.779999999999772,12.78,0.73784024,0.021084696,1e-04,-0.021184696,1e-04,-0.021084696
12.789999999999772,12.79,0.7378406,0.021086577,1e-04,-0.021186577,1e-04,-0.021086577
12.799999999999772,12.8,0.73784095,0.02108846,1e-04,-0.02118846,1e-04,-0.02108846
12.809999999999771,12.81,0.73784137,0.021090342,1e-04,-0.021190342,1e-04,-0.021090342
12.819999999999771,12.82,0.7378417,0.021092223,1e-04,-0.021192223,1e-04,-0.021092223
12.829999999999771,12.83,0.7378421,0.021094104,1e-04,-0.021194104,1e-04,-0.021094104
12.83999999999977,12.84,0.7378425,0.021095987,1e-04,-0.021195987,1e-04,-0.021095987
12.84999999999977,12.85,0.73784286,0.021097869,1e-04,-0.021197869,1e-04,-0.021097869
12.85999999999977,12.86,0.7378432,0.02109975,1e-04,-0.02119975,1e-04,-0.02109975
12.86999999999977,12.87,0.73784363,0.021101631,1e-04,-0.021201631,1e-04,-0.021101631
12.87999999999977,12.88,0.737844,0.021103514,1e-04,-0.021203514,1e-04,-0.021103514
12.88999999999977,12.89,0.73784435,0.021105396,1e-04,-0.021205395,1e-04,-0.021105396
12.89999999999977,12.9,0.73784477,0.021107277,1e-04,-0.021207277,1e-04,-0.021107277
12.90999999999977,12.91,0.7378451,0.021109158,1e-04,-0.02120916,1e-04,-0.021109158
12.919999999999769,12.92,0.7378455,0.021111041,1e-04,-0.021211041,1e-04,-0.021111041
12.929999999999769,12.93,0.73784584,0.021112923,1e-04,-0.021212922,1e-04,-0.021112923
12.939999999999769,12.94,0.73784626,0.021114804,1e-04,-0.021214804,1e-04,-0.021114804
12.949999999999768,12.95,0.7378466,0.021116687,1e-04,-0.021216687,1e-04,-0.021116687
12.959999999999768,12.96,0.737847,0.021118568,1e-04,-0.021218568,1e-04,-0.021118568
12.969999999999768,12.97,0.7378474,0.02112045,1e-04,-0.02122045,1e-04,-0.02112045
12.979999999999768,12.98,0.73784775,0.02112233,1e-04,-0.02122233,1e-04,-0.02112233
12.989999999999768,12.99,0.7378481,0.021124214,1e-04,-0.021224214,1e-04,-0.021124214
12.999999999999767,13.0,0.7378485,0.021126095,1e-04,-0.021226095,1e-04,-0.021126095
13.009999999999767,13.01,0.7378489,0.021127976,1e-04,-0.021227976,1e-04,-0.021127976
13.019999999999767,13.02,0.73784924,0.021129858,1e-04,-0.021229858,1e-04,-0.021129858
13.029999999999767,13.03,0.73784965,0.02113174,1e-04,-0.02123174,1e-04,-0.02113174
13.039999999999766,13.04,0.73785,0.021133622,1e-04,-0.021233622,1e-04,-0.021133622
13.049999999999766,13.05,0.73785037,0.021135503,1e-04,-0.021235503,1e-04,-0.021135503
13.059999999999766,13.06,0.7378508,0.021137385,1e-04,-0.021237386,1e-04,-0.021137385
13.069999999999766,13.07,0.73785114,0.021139268,1e-04,-0.021239268,1e-04,-0.021139268
13.079999999999766,13.08,0.7378515,0.02114115,1e-04,-0.021241149,1e-04,-0.02114115
13.089999999999765,13.09,0.7378519,0.02114303,1e-04,-0.02124303,1e-04,-0.02114303
13.099999999999765,13.1,0.7378523,0.021144914,1e-04,-0.021244913,1e-04,-0.021144914
13.109999999999765,13.11,0.73785263,0.021146795,1e-04,-0.021246795,1e-04,-0.021146795
13.119999999999765,13.12,0.737853,0.021148676,1e-04,-0.021248676,1e-04,-0.021148676
13.129999999999765,13.13,0.7378534,0.021150557,1e-04,-0.021250557,1e-04,-0.021150557
13.139999999999764,13.14,0.73785377,0.02115244,1e-04,-0.02125244,1e-04,-0.02115244
13.149999999999764,13.15,0.7378541,0.021154322,1e-04,-0.021254322,1e-04,-0.021154322
13.159999999999764,13.16,0.73785454,0.021156203,1e-04,-0.021256203,1e-04,-0.021156203
13.169999999999764,13.17,0.7378549,0.021158084,1e-04,-0.021258084,1e-04,-0.021158084
13.179999999999763,13.18,0.73785526,0.021159967,1e-04,-0.021259967,1e-04,-0.021159967
13.189999999999763,13.19,0.7378557,0.021161849,1e-04,-0.021261849,1e-04,-0.021161849
13.199999999999763,13.2,0.73785603,0.02116373,1e-04,-0.02126373,1e-04,-0.02116373
13.209999999999763,13.21,0.7378564,0.021165611,1e-04,-0.021265613,1e-04,-0.021165611
13.219999999999763,13.22,0.7378568,0.021167494,1e-04,-0.021267494,1e-04,-0.021167494
13.229999999999762,13.23,0.73785716,0.021169376,1e-04,-0.021269375,1e-04,-0.021169376
13.239999999999762,13.24,0.7378575,0.021171257,1e-04,-0.021271257,1e-04,-0.021171257
13.249999999999762,13.25,0.73785794,0.02117314,1e-04,-0.02127314,1e-04,-0.02117314
13.259999999999762,13.26,0.7378583,0.021175021,1e-04,-0.021275021,1e-04,-0.021175021
13.269999999999762,13.27,0.73785865,0.021176903,1e-04,-0.021276902,1e-04,-0.021176903
13.279999999999761,13.28,0.737859,0.021178784,1e-04,-0.021278784,1e-04,-0.021178784
13.289999999999761,13.29,0.7378594,0.021180667,1e-04,-0.021280667,1e-04,-0.021180667
13.299999999999761,13.3,0.7378598,0.021182548,1e-04,-0.021282548,1e-04,-0.021182548
13.30999999999976,13.31,0.73786014,0.02118443,1e-04,-0.02128443,1e-04,-0.02118443
13.31999999999976,13.32,0.73786056,0.02118631,1e-04,-0.02128631,1e-04,-0.02118631
13.32999999999976,13.33,0.7378609,0.021188194,1e-04,-0.021288194,1e-04,-0.021188194
13.33999999999976,13.34,0.7378613,0.021190075,1e-04,-0.021290075,1e-04,-0.021190075
13.34999999999976,13.35,0.7378617,0.021191956,1e-04,-0.021291956,1e-04,-0.021191956
13.35999999999976,13.36,0.73786205,0.021193838,1e-04,-0.02129384,1e-04,-0.021193838
13.36999999999976,13.37,0.7378624,0.02119572,1e-04,-0.02129572,1e-04,-0.02119572
13.37999999999976,13.38,0.7378628,0.021197602,1e-04,-0.021297602,1e-04,-0.021197602
13.389999999999759,13.39,0.7378632,0.021199483,1e-04,-0.021299483,1e-04,-0.021199483
13.399999999999759,13.4,0.73786354,0.021201367,1e-04,-0.021301366,1e-04,-0.021201367
13.409999999999759,13.41,0.73786396,0.021203248,1e-04,-0.021303248,1e-04,-0.021203248
13.419999999999758,13.42,0.7378643,0.02120513,1e-04,-0.021305129,1e-04,-0.02120513
13.429999999999758,13.43,0.7378647,0.02120701,1e-04,-0.02130701,1e-04,-0.02120701
13.439999999999758,13.44,0.7378651,0.021208894,1e-04,-0.021308893,1e-04,-0.021208894
13.449999999999758,13.45,0.73786545,0.021210775,1e-04,-0.021310775,1e-04,-0.021210775
13.459999999999757,13.46,0.7378658,0.021212656,1e-04,-0.021312656,1e-04,-0.021212656
13.469999999999757,13.47,0.73786616,0.021214537,1e-04,-0.021314537,1e-04,-0.021214537
13.479999999999757,13.48,0.7378666,0.02121642,1e-04,-0.02131642,1e-04,-0.02121642
13.489999999999757,13.49,0.73786694,0.021218302,1e-04,-0.021318302,1e-04,-0.021218302
13.499999999999757,13.5,0.7378673,0.021220183,1e-04,-0.021320183,1e-04,-0.021220183
13.509999999999756,13.51,0.7378677,0.021222064,1e-04,-0.021322066,1e-04,-0.021222064
13.519999999999756,13.52,0.7378681,0.021223947,1e-04,-0.021323947,1e-04,-0.021223947
13.529999999999756,13.53,0.7378684,0.021225829,1e-04,-0.021325829,1e-04,-0.021225829
13.539999999999756,13.54,0.73786885,0.02122771,1e-04,-0.02132771,1e-04,-0.02122771
13.549999999999756,13.55,0.7378692,0.021229593,1e-04,-0.021329593,1e-04,-0.021229593
13.559999999999755,13.56,0.73786956,0.021231474,1e-04,-0.021331474,1e-04,-0.021231474
13.569999999999755,13.57,0.73787,0.021233356,1e-04,-0.021333355,1e-04,-0.021233356
13.579999999999755,13.58,0.73787034,0.021235237,1e-04,-0.021335237,1e-04,-0.021235237
13.589999999999755,13.59,0.7378707,0.02123712,1e-04,-0.02133712,1e-04,-0.02123712
13.599999999999755,13.6,0.7378711,0.021239001,1e-04,-0.021339001,1e-04,-0.021239001
13.609999999999754,13.61,0.73787147,0.021240883,1e-04,-0.021340882,1e-04,-0.021240883
13.619999999999754,13.62,0.7378718,0.021242764,1e-04,-0.021342764,1e-04,-0.021242764
13.629999999999754,13.63,0.7378722,0.021244647,1e-04,-0.021344647,1e-04,-0.021244647
13.639999999999754,13.64,0.7378726,0.021246528,1e-04,-0.021346528,1e-04,-0.021246528
13.649999999999753,13.65,0.73787296,0.02124841,1e-04,-0.02134841,1e-04,-0.02124841
13.659999999999753,13.66,0.7378733,0.02125029,1e-04,-0.021350292,1e-04,-0.02125029
13.669999999999753,13.67,0.73787373,0.021252174,1e-04,-0.021352174,1e-04,-0.021252174
13.679999999999753,13.68,0.7378741,0.021254055,1e-04,-0.021354055,1e-04,-0.021254055
13.689999999999753,13.69,0.73787445,0.021255936,1e-04,-0.021355936,1e-04,-0.021255936
13.699999999999752,13.7,0.73787487,0.02125782,1e-04,-0.02135782,1e-04,-0.02125782
13.709999999999752,13.71,0.7378752,0.0212597,1e-04,-0.0213597,1e-04,-0.0212597
13.719999999999752,13.72,0.7378756,0.021261582,1e-04,-0.021361582,1e-04,-0.021261582
13.729999999999752,13.73,0.737876,0.021263463,1e-04,-0.021363463,1e-04,-0.021263463
13.739999999999752,13.74,0.73787636,0.021265347,1e-04,-0.021365346,1e-04,-0.021265347
13.749999999999751,13.75,0.7378767,0.021267228,1e-04,-0.021367228,1e-04,-0.021267228
13.759999999999751,13.76,0.73787713,0.02126911,1e-04,-0.021369109,1e-04,-0.02126911
13.76999999999975,13.77,0.7378775,0.02127099,1e-04,-0.02137099,1e-04,-0.02127099
13.77999999999975,13.78,0.73787785,0.021272874,1e-04,-0.021372873,1e-04,-0.021272874
13.78999999999975,13.79,0.73787826,0.021274755,1e-04,-0.021374755,1e-04,-0.021274755
13.79999999999975,13.8,0.7378786,0.021276636,1e-04,-0.021376636,1e-04,-0.021276636
13.80999999999975,13.81,0.737879,0.021278517,1e-04,-0.021378519,1e-04,-0.021278517
13.81999999999975,13.82,0.73787934,0.0212804,1e-04,-0.0213804,1e-04,-0.0212804
13.82999999999975,13.83,0.73787975,0.021282282,1e-04,-0.021382282,1e-04,-0.021282282
13.83999999999975,13.84,0.7378801,0.021284163,1e-04,-0.021384163,1e-04,-0.021284163
13.84999999999975,13.85,0.73788047,0.021286046,1e-04,-0.021386046,1e-04,-0.021286046
13.859999999999749,13.86,0.7378809,0.021287927,1e-04,-0.021387927,1e-04,-0.021287927
13.869999999999749,13.87,0.73788124,0.021289809,1e-04,-0.021389809,1e-04,-0.021289809
13.879999999999749,13.88,0.7378816,0.02129169,1e-04,-0.02139169,1e-04,-0.02129169
13.889999999999748,13.89,0.737882,0.021293573,1e-04,-0.021393573,1e-04,-0.021293573
13.899999999999748,13.9,0.7378824,0.021295454,1e-04,-0.021395454,1e-04,-0.021295454
13.909999999999748,13.91,0.73788273,0.021297336,1e-04,-0.021397335,1e-04,-0.021297336
13.919999999999748,13.92,0.73788315,0.021299217,1e-04,-0.021399217,1e-04,-0.021299217
13.929999999999747,13.93,0.7378835,0.0213011,1e-04,-0.0214011,1e-04,-0.0213011
13.939999999999747,13.94,0.73788387,0.021302981,1e-04,-0.021402981,1e-04,-0.021302981
13.949999999999747,13.95,0.7378843,0.021304863,1e-04,-0.021404862,1e-04,-0.021304863
13.959999999999747,13.96,0.73788464,0.021306744,1e-04,-0.021406746,1e-04,-0.021306744
13.969999999999747,13.97,0.737885,0.021308627,1e-04,-0.021408627,1e-04,-0.021308627
13.979999999999746,13.98,0.73788536,0.021310508,1e-04,-0.021410508,1e-04,-0.021310508
13.989999999999746,13.99,0.7378858,0.02131239,1e-04,-0.02141239,1e-04,-0.02131239
13.999999999999746,14.0,0.73788613,0.021314273,1e-04,-0.021414272,1e-04,-0.021314273
14.009999999999746,14.01,0.7378865,0.021316154,1e-04,-0.021416154,1e-04,-0.021316154
14.019999999999746,14.02,0.7378869,0.021318035,1e-04,-0.021418035,1e-04,-0.021318035
14.029999999999745,14.03,0.73788726,0.021319916,1e-04,-0.021419916,1e-04,-0.021319916
14.039999999999745,14.04,0.7378876,0.0213218,1e-04,-0.0214218,1e-04,-0.0213218
14.049999999999745,14.05,0.73788804,0.02132368,1e-04,-0.02142368,1e-04,-0.02132368
14.059999999999745,14.06,0.7378884,0.021325562,1e-04,-0.021425562,1e-04,-0.021325562
14.069999999999744,14.07,0.73788875,0.021327443,1e-04,-0.021427443,1e-04,-0.021327443
14.079999999999744,14.08,0.7378892,0.021329327,1e-04,-0.021429326,1e-04,-0.021329327
14.089999999999744,14.09,0.7378895,0.021331208,1e-04,-0.021431208,1e-04,-0.021331208
14.099999999999744,14.1,0.7378899,0.02133309,1e-04,-0.021433089,1e-04,-0.02133309
14.109999999999744,14.11,0.7378903,0.02133497,1e-04,-0.021434972,1e-04,-0.02133497
14.119999999999743,14.12,0.73789066,0.021336854,1e-04,-0.021436853,1e-04,-0.021336854
14.129999999999743,14.13,0.737891,0.021338735,1e-04,-0.021438735,1e-04,-0.021338735
14.139999999999743,14.14,0.73789144,0.021340616,1e-04,-0.021440616,1e-04,-0.021340616
14.149999999999743,14.15,0.7378918,0.0213425,1e-04,-0.021442499,1e-04,-0.0213425
14.159999999999743,14.16,0.73789215,0.02134438,1e-04,-0.02144438,1e-04,-0.02134438
14.169999999999742,14.17,0.7378925,0.021346262,1e-04,-0.021446262,1e-04,-0.021346262
14.179999999999742,14.18,0.7378929,0.021348143,1e-04,-0.021448143,1e-04,-0.021348143
14.189999999999742,14.19,0.7378933,0.021350026,1e-04,-0.021450026,1e-04,-0.021350026
14.199999999999742,14.2,0.73789364,0.021351907,1e-04,-0.021451907,1e-04,-0.021351907
14.209999999999742,14.21,0.73789406,0.021353789,1e-04,-0.021453789,1e-04,-0.021353789
14.219999999999741,14.22,0.7378944,0.02135567,1e-04,-0.02145567,1e-04,-0.02135567
14.229999999999741,14.23,0.7378948,0.021357553,1e-04,-0.021457553,1e-04,-0.021357553
14.23999999999974,14.24,0.7378952,0.021359434,1e-04,-0.021459434,1e-04,-0.021359434
14.24999999999974,14.25,0.73789555,0.021361316,1e-04,-0.021461315,1e-04,-0.021361316
14.25999999999974,14.26,0.7378959,0.021363197,1e-04,-0.021463199,1e-04,-0.021363197
14.26999999999974,14.27,0.7378963,0.02136508,1e-04,-0.02146508,1e-04,-0.02136508
14.27999999999974,14.28,0.7378967,0.021366961,1e-04,-0.021466961,1e-04,-0.021366961
14.28999999999974,14.29,0.73789704,0.021368843,1e-04,-0.021468842,1e-04,-0.021368843
14.29999999999974,14.3,0.73789746,0.021370726,1e-04,-0.021470726,1e-04,-0.021370726
14.30999999999974,14.31,0.7378978,0.021372607,1e-04,-0.021472607,1e-04,-0.021372607
14.31999999999974,14.32,0.7378982,0.021374488,1e-04,-0.021474488,1e-04,-0.021374488
14.329999999999739,14.33,0.7378985,0.02137637,1e-04,-0.02147637,1e-04,-0.02137637
14.339999999999739,14.34,0.73789895,0.021378253,1e-04,-0.021478252,1e-04,-0.021378253
14.349999999999739,14.35,0.7378993,0.021380134,1e-04,-0.021480134,1e-04,-0.021380134
14.359999999999738,14.36,0.73789966,0.021382015,1e-04,-0.021482015,1e-04,-0.021382015
14.369999999999738,14.37,0.7379001,0.021383896,1e-04,-0.021483896,1e-04,-0.021383896
14.379999999999738,14.38,0.73790044,0.02138578,1e-04,-0.02148578,1e-04,-0.02138578
14.389999999999738,14.39,0.7379008,0.02138766,1e-04,-0.02148766,1e-04,-0.02138766
14.399999999999737,14.4,0.7379012,0.021389542,1e-04,-0.021489542,1e-04,-0.021389542
14.409999999999737,14.41,0.73790157,0.021391423,1e-04,-0.021491425,1e-04,-0.021391423
14.419999999999737,14.42,0.7379019,0.021393307,1e-04,-0.021493306,1e-04,-0.021393307
14.429999999999737,14.43,0.73790234,0.021395188,1e-04,-0.021495188,1e-04,-0.021395188
14.439999999999737,14.44,0.7379027,0.02139707,1e-04,-0.021497069,1e-04,-0.02139707
14.449999999999736,14.45,0.73790306,0.021398952,1e-04,-0.021498952,1e-04,-0.021398952
14.459999999999736,14.46,0.7379035,0.021400834,1e-04,-0.021500833,1e-04,-0.021400834
14.469999999999736,14.47,0.73790383,0.021402715,1e-04,-0.021502715,1e-04,-0.021402715
14.479999999999736,14.48,0.7379042,0.021404596,1e-04,-0.021504596,1e-04,-0.021404596
14.489999999999736,14.49,0.7379046,0.02140648,1e-04,-0.021506479,1e-04,-0.02140648
14.499999999999735,14.5,0.73790497,0.02140836,1e-04,-0.02150836,1e-04,-0.02140836
14.509999999999735,14.51,0.7379053,0.021410242,1e-04,-0.021510242,1e-04,-0.021410242
14.519999999999735,14.52,0.7379057,0.021412123,1e-04,-0.021512123,1e-04,-0.021412123
14.529999999999735,14.53,0.7379061,0.021414006,1e-04,-0.021514006,1e-04,-0.021414006
14.539999999999734,14.54,0.73790646,0.021415887,1e-04,-0.021515887,1e-04,-0.021415887
14.549999999999734,14.55,0.7379068,0.021417769,1e-04,-0.021517769,1e-04,-0.021417769
14.559999999999734,14.56,0.73790723,0.02141965,1e-04,-0.021519652,1e-04,-0.02141965
14.569999999999734,14.57,0.7379076,0.021421533,1e-04,-0.021521533,1e-04,-0.021421533
14.579999999999734,14.58,0.73790795,0.021423414,1e-04,-0.021523414,1e-04,-0.021423414
14.589999999999733,14.59,0.73790836,0.021425296,1e-04,-0.021525295,1e-04,-0.021425296
14.599999999999733,14.6,0.7379087,0.021427179,1e-04,-0.021527179,1e-04,-0.021427179
14.609999999999733,14.61,0.7379091,0.02142906,1e-04,-0.02152906,1e-04,-0.02142906
14.619999999999733,14.62,0.7379095,0.021430941,1e-04,-0.021530941,1e-04,-0.021430941
14.629999999999733,14.63,0.73790985,0.021432823,1e-04,-0.021532822,1e-04,-0.021432823
14.639999999999732,14.64,0.7379102,0.021434706,1e-04,-0.021534706,1e-04,-0.021434706
14.649999999999732,14.65,0.7379106,0.021436587,1e-04,-0.021536587,1e-04,-0.021436587
14.659999999999732,14.66,0.737911,0.021438468,1e-04,-0.021538468,1e-04,-0.021438468
14.669999999999732,14.67,0.73791134,0.02144035,1e-04,-0.02154035,1e-04,-0.02144035
14.679999999999731,14.68,0.7379117,0.021442233,1e-04,-0.021542232,1e-04,-0.021442233
14.689999999999731,14.69,0.7379121,0.021444114,1e-04,-0.021544114,1e-04,-0.021444114
14.699999999999731,14.7,0.7379125,0.021445995,1e-04,-0.021545995,1e-04,-0.021445995
14.70999999999973,14.71,0.73791283,0.021447876,1e-04,-0.021547878,1e-04,-0.021447876
14.71999999999973,14.72,0.73791325,0.02144976,1e-04,-0.02154976,1e-04,-0.02144976
14.72999999999973,14.73,0.7379136,0.02145164,1e-04,-0.02155164,1e-04,-0.02145164
14.73999999999973,14.74,0.73791397,0.021453522,1e-04,-0.021553522,1e-04,-0.021453522
14.74999999999973,14.75,0.7379144,0.021455405,1e-04,-0.021555405,1e-04,-0.021455405
14.75999999999973,14.76,0.73791474,0.021457287,1e-04,-0.021557286,1e-04,-0.021457287
14.76999999999973,14.77,0.7379151,0.021459168,1e-04,-0.021559168,1e-04,-0.021459168
14.77999999999973,14.78,0.7379155,0.02146105,1e-04,-0.021561049,1e-04,-0.02146105
14.78999999999973,14.79,0.7379159,0.021462932,1e-04,-0.021562932,1e-04,-0.021462932
14.799999999999729,14.8,0.73791623,0.021464814,1e-04,-0.021564813,1e-04,-0.021464814
14.809999999999729,14.81,0.73791665,0.021466695,1e-04,-0.021566695,1e-04,-0.021466695
14.819999999999729,14.82,0.737917,0.021468576,1e-04,-0.021568576,1e-04,-0.021468576
14.829999999999728,14.83,0.73791736,0.02147046,1e-04,-0.021570459,1e-04,-0.02147046
14.839999999999728,14.84,0.7379177,0.02147234,1e-04,-0.02157234,1e-04,-0.02147234
14.849999999999728,14.85,0.73791814,0.021474222,1e-04,-0.021574222,1e-04,-0.021474222
14.859999999999728,14.86,0.7379185,0.021476103,1e-04,-0.021576105,1e-04,-0.021476103
14.869999999999727,14.87,0.73791885,0.021477986,1e-04,-0.021577986,1e-04,-0.021477986
14.879999999999727,14.88,0.7379193,0.021479867,1e-04,-0.021579867,1e-04,-0.021479867
14.889999999999727,14.89,0.7379196,0.021481749,1e-04,-0.021581749,1e-04,-0.021481749
14.899999999999727,14.9,0.73792,0.021483632,1e-04,-0.021583632,1e-04,-0.021483632
14.909999999999727,14.91,0.7379204,0.021485513,1e-04,-0.021585513,1e-04,-0.021485513
14.919999999999726,14.92,0.73792076,0.021487394,1e-04,-0.021587394,1e-04,-0.021487394
14.929999999999726,14.93,0.7379211,0.021489276,1e-04,-0.021589275,1e-04,-0.021489276
14.939999999999726,14.94,0.73792154,0.021491159,1e-04,-0.021591159,1e-04,-0.021491159
14.949999999999726,14.95,0.7379219,0.02149304,1e-04,-0.02159304,1e-04,-0.02149304
14.959999999999726,14.96,0.73792225,0.021494921,1e-04,-0.021594921,1e-04,-0.021494921
14.969999999999725,14.97,0.73792267,0.021496803,1e-04,-0.021596802,1e-04,-0.021496803
14.979999999999725,14.98,0.737923,0.021498686,1e-04,-0.021598686,1e-04,-0.021498686
14.989999999999725,14.99,0.7379234,0.021500567,1e-04,-0.021600567,1e-04,-0.021500567
15.0,15.0,0.7379238,0.021502448,1e-04,-0.021602448,1e-04,-0.021502448
