frequency,V(+v),V(n003),V(n002),V(n004),V(n001),V(-v),V(n005),V(y),V(x),I(C2),I(C1),I(I1),I(R4),I(R6),I(R5),I(R3),I(R2),I(R1),I(V2),I(V5),I(V4),I(V3),I(V1),Ix(u1:1),Ix(u1:2),Ix(u1:3),Ix(u1:4),Ix(u1:5),Ix(u2:1),Ix(u2:2),Ix(u2:3),Ix(u2:4),Ix(u2:5)
0.1,0.0,9.010925411271762e-05,9.010925411271762e-05,9.010925411271762e-05,4.505432289942963e-05,0.0,1.344982333448863e-06,2.689982826562327e-06,0.9999973202622577,2.535266200943944e-18,8.492654454459541e-17,1.0,2.6899828265623266e-08,1.3450004931134637e-09,1.344982333448863e-09,4.505493121328798e-08,4.5054322899429635e-08,9.010925411271762e-07,2.824482875641182e-08,0.4999995111916717,9.46147472389208e-07,0.9999990574206,0.4999995111916717,6.082334048553908e-13,6.083138609793805e-13,0.499999525360299,0.499999525360299,0.9999990574206004,1.8157262866207823e-14,1.8159664679361814e-14,1.422203572866264e-08,1.422203572866264e-08,2.8244828759791717e-08
0.10797751623277096,0.0,9.016551089229256e-05,9.016551089229256e-05,9.016551089229256e-05,4.508245109932663e-05,0.0,1.3458303474103872e-06,2.6916788659350785e-06,0.9999973202622537,2.739243483727854e-18,9.17588243138743e-17,1.0,2.6916788659350786e-08,1.3458485185246912e-09,1.3458303474103872e-09,4.508305979296594e-08,4.508245109932663e-08,9.016551089229256e-07,2.826263717602455e-08,0.49999951119167046,9.467381686683479e-07,0.9999990574205977,0.49999951119167046,6.08613135691907e-13,6.086936423741029e-13,0.4999995253602978,0.4999995253602978,0.9999990574205978,1.8168711058813716e-14,1.8171114396108528e-14,1.4230877605673737e-08,1.4230877605673737e-08,2.826263717913573e-08
0.11659144011798317,0.0,9.023105719074431e-05,9.023105719074431e-05,9.023105719074431e-05,4.511522402730596e-05,0.0,1.346818385045002e-06,2.693654954544582e-06,0.9999973202622489,2.9599385138327488e-18,9.915092535223563e-17,1.0,2.6936549545445818e-08,1.3468365694995798e-09,1.3468183850450022e-09,4.511583316343835e-08,4.511522402730597e-08,9.023105719074431e-07,2.8283386113434983e-08,0.4999995111916688,9.474264051447273e-07,0.9999990574205948,0.4999995111916688,6.090555703805653e-13,6.09136135970272e-13,0.4999995253602962,0.4999995253602962,0.9999990574205947,1.8182049571695293e-14,1.8184454684819707e-14,1.4241179546878594e-08,1.4241179546878594e-08,2.8283386115588793e-08
0.12589254117941673,0.0,9.030741851173287e-05,9.030741851173287e-05,9.030741851173287e-05,4.515340443004842e-05,0.0,1.3479694377540557e-06,2.6959570755039574e-06,0.9999973202622435,3.1987995955008938e-18,1.0715131054230947e-16,1.0,2.6959570755039574e-08,1.3479876377499017e-09,1.3479694377540556e-09,4.515401408168445e-08,4.515340443004842e-08,9.030741851173286e-07,2.8307558391514728e-08,0.49999951119166725,9.482281992044238e-07,0.9999990574205915,0.49999951119166725,6.095710060054308e-13,6.096516402233349e-13,0.4999995253602947,0.4999995253602947,0.9999990574205917,1.8197588788886672e-14,1.819999597086429e-14,1.425318132632616e-08,1.425318132632616e-08,2.8307558395473177e-08
0.13593563908785256,0.0,9.039636781972624e-05,9.039636781972624e-05,9.039636781972624e-05,4.519787878380347e-05,0.0,1.3493102271320784e-06,2.6986386723630544e-06,0.9999973202622368,3.4574199389330482e-18,1.1581328308519874e-16,1.0,2.6986386723630545e-08,1.349328445230976e-09,1.3493102271320781e-09,4.5198489035922766e-08,4.519787878380347e-08,9.039636781972623e-07,2.833571516992367e-08,0.4999995111916653,9.491621672393103e-07,0.9999990574205876,0.4999995111916653,6.101714100004083e-13,6.102521241611388e-13,0.49999952536029274,0.49999952536029274,0.9999990574205877,1.8215689452049737e-14,1.821809904394826e-14,1.426716162755884e-08,1.426716162755884e-08,2.8335715171275268e-08
0.14677992676220694,0.0,9.049996473661269e-05,9.049996473661269e-05,9.049996473661269e-05,4.524967689256319e-05,0.0,1.3508717923252234e-06,2.701761823833265e-06,0.9999973202622292,3.7375566734498044e-18,1.2519562019289724e-16,1.0,2.701761823833265e-08,1.3508900315080415e-09,1.3508717923252233e-09,4.525028784404949e-08,4.524967689256319e-08,9.049996473661268e-07,2.836850826963617e-08,0.4999995111916631,9.502499351723476e-07,0.9999990574205828,0.4999995111916631,6.108706847247062e-13,6.109514919946819e-13,0.4999995253602906,0.4999995253602906,0.9999990574205834,1.82367705898166e-14,1.8239182988514695e-14,1.4283444182573787e-08,1.4283444182573787e-08,2.8368508271004128e-08
0.15848931924611134,0.0,9.06206003036408e-05,9.06206003036408e-05,9.06206003036408e-05,4.530999426888108e-05,0.0,1.3526901674804835e-06,2.7053985986950987e-06,0.9999973202622204,4.041153247962117e-18,1.3536331889355253e-16,1.0,2.705398598695099e-08,1.3527084312146153e-09,1.3526901674804833e-09,4.531060603475972e-08,4.530999426888108e-08,9.06206003036408e-07,2.8406694417641624e-08,0.49999951119166014,9.515166090584374e-07,0.9999990574205776,0.49999951119166014,6.116849696040292e-13,6.117658852996214e-13,0.4999995253602877,0.4999995253602877,0.9999990574205777,1.8261318663358145e-14,1.826373433053243e-14,1.4302404842196354e-08,1.4302404842196354e-08,2.8406694417928924e-08
0.17113283041617808,0.0,9.076104859155052e-05,9.076104859155052e-05,9.076104859155052e-05,4.5380217938763433e-05,0.0,1.3548071558526047e-06,2.7096326040224667e-06,0.9999973202622101,4.370365930726449e-18,1.4638847864934803e-16,1.0,2.709632604022467e-08,1.354825448169862e-09,1.3548071558526047e-09,4.538083065278709e-08,4.538021793876343e-08,9.076104859155052e-07,2.845115148728844e-08,0.4999995111916569,9.529913166459579e-07,0.9999990574205715,0.4999995111916569,6.126329894967765e-13,6.127140314289672e-13,0.4999995253602846,0.4999995253602846,0.9999990574205714,1.828989801683229e-14,1.8292317489339106e-14,1.4324479661795132e-08,1.4324479661795132e-08,2.845115148842306e-08
0.1847849797422291,0.0,9.09245253875695e-05,9.09245253875695e-05,9.09245253875695e-05,4.546195578496944e-05,0.0,1.357271213894487e-06,2.7145607533754178e-06,0.999997320262198,4.72759529521823e-18,1.5835134944308102e-16,1.0,2.714560753375418e-08,1.3572895394809307e-09,1.3572712138944871e-09,4.546256960260006e-08,4.546195578496944e-08,9.092452538756949e-07,2.85028970724111e-08,0.4999995111916534,9.547078234509058e-07,0.9999990574205642,0.4999995111916534,6.1373645082879e-13,6.138176397007308e-13,0.49999952536028114,0.49999952536028114,0.9999990574205646,1.83231628126103e-14,1.832558671446123e-14,1.4350174135111882e-08,1.4350174135111882e-08,2.850289707288695e-08
0.19952623149688797,0.0,9.11147549686323e-05,9.11147549686323e-05,9.11147549686323e-05,4.555706993339536e-05,0.0,1.3601384582743473e-06,2.7202952808480602e-06,0.999997320262184,5.1155237741415925e-18,1.7134158137120185e-16,1.0,2.7202952808480603e-08,1.3601568225737128e-09,1.3601384582743472e-09,4.5557685035236933e-08,4.555706993339536e-08,9.11147549686323e-07,2.8563109629049687e-08,0.49999951119164904,9.56705234726529e-07,0.9999990574205557,0.49999951119164904,6.150204923097743e-13,6.151018521745673e-13,0.49999952536027686,0.49999952536027686,0.9999990574205561,1.8361870626015504e-14,1.836429968216918e-14,1.4380073722187347e-08,1.4380073722187347e-08,2.85631096305144e-08
